aid,cid,app_date,period,installment,n_installments,loan_amount,branch,aid
ins202511020001,0000001101,2025-11-02,202511,205,12,2460,1,ins202511020001
ins202511020002,0000001102,2025-11-02,202511,569,24,13656,1,ins202511020002
ins202511030001,0000001103,2025-11-03,202511,416,12,4992,2,ins202511030001
ins202511030002,0000001104,2025-11-03,202511,190,12,2280,2,ins202511030002
ins202511040001,0000001105,2025-11-04,202511,500,12,6000,3,ins202511040001
ins202511040002,0000001106,2025-11-04,202511,107,24,2568,3,ins202511040002
ins202511050001,0000001107,2025-11-05,202511,415,12,4980,2,ins202511050001
ins202511050002,0000001108,2025-11-05,202511,253,12,3036,2,ins202511050002
ins202511060001,0000001109,2025-11-06,202511,196,12,2352,3,ins202511060001
ins202511060002,0000001110,2025-11-06,202511,412,12,4944,4,ins202511060002
ins202511070001,0000001111,2025-11-07,202511,459,12,5508,2,ins202511070001
ins202511070002,0000001112,2025-11-07,202511,117,12,1404,1,ins202511070002
ins202511080001,0000001113,2025-11-08,202511,279,12,3348,4,ins202511080001
ins202511080002,0000001114,2025-11-08,202511,325,36,11700,3,ins202511080002
ins202511090001,0000001115,2025-11-09,202511,385,12,4620,3,ins202511090001
ins202511090002,0000001116,2025-11-09,202511,424,12,5088,1,ins202511090002
ins202511100001,0000001117,2025-11-10,202511,169,12,2028,3,ins202511100001
ins202511100002,0000001118,2025-11-10,202511,173,12,2076,3,ins202511100002
ins202511110001,0000001119,2025-11-11,202511,233,12,2796,3,ins202511110001
ins202511110002,0000001120,2025-11-11,202511,289,12,3468,3,ins202511110002
ins202511120001,0000001121,2025-11-12,202511,325,24,7800,2,ins202511120001
ins202511120002,0000001122,2025-11-12,202511,219,24,5256,2,ins202511120002
ins202511130001,0000001123,2025-11-13,202511,163,12,1956,3,ins202511130001
ins202511130002,0000001124,2025-11-13,202511,570,12,6840,3,ins202511130002
ins202511140001,0000001125,2025-11-14,202511,327,24,7848,2,ins202511140001
ins202511140002,0000001126,2025-11-14,202511,156,12,1872,4,ins202511140002
ins202511150001,0000001127,2025-11-15,202511,456,12,5472,3,ins202511150001
ins202511150002,0000001128,2025-11-15,202511,279,12,3348,1,ins202511150002
ins202511160001,0000001129,2025-11-16,202511,123,36,4428,3,ins202511160001
ins202511160002,0000001130,2025-11-16,202511,326,12,3912,1,ins202511160002
ins202511170001,0000001131,2025-11-17,202511,487,36,17532,4,ins202511170001
ins202511170002,0000001132,2025-11-17,202511,224,12,2688,3,ins202511170002
ins202511180001,0000001133,2025-11-18,202511,447,12,5364,4,ins202511180001
ins202511180002,0000001134,2025-11-18,202511,392,12,4704,3,ins202511180002
ins202511190001,0000001135,2025-11-19,202511,243,12,2916,2,ins202511190001
ins202511190002,0000001136,2025-11-19,202511,256,24,6144,3,ins202511190002
ins202511200001,0000001137,2025-11-20,202511,320,36,11520,1,ins202511200001
ins202511200002,0000001138,2025-11-20,202511,307,36,11052,4,ins202511200002
ins202511210001,0000001139,2025-11-21,202511,297,12,3564,2,ins202511210001
ins202511210002,0000001140,2025-11-21,202511,234,12,2808,1,ins202511210002
ins202511220001,0000001141,2025-11-22,202511,421,12,5052,2,ins202511220001
ins202511220002,0000001142,2025-11-22,202511,330,12,3960,4,ins202511220002
ins202511230001,0000001143,2025-11-23,202511,301,12,3612,3,ins202511230001
ins202511230002,0000001144,2025-11-23,202511,368,12,4416,4,ins202511230002
ins202511240001,0000001145,2025-11-24,202511,317,12,3804,1,ins202511240001
ins202511240002,0000001146,2025-11-24,202511,241,24,5784,3,ins202511240002
ins202511250001,0000001147,2025-11-25,202511,158,12,1896,4,ins202511250001
ins202511250002,0000001148,2025-11-25,202511,156,24,3744,3,ins202511250002
ins202511260001,0000001149,2025-11-26,202511,90,12,1080,2,ins202511260001
ins202511260002,0000001150,2025-11-26,202511,226,12,2712,2,ins202511260002
ins202511270001,0000001151,2025-11-27,202511,221,36,7956,2,ins202511270001
ins202511270002,0000001152,2025-11-27,202511,259,24,6216,2,ins202511270002
ins202511280001,0000001153,2025-11-28,202511,280,36,10080,4,ins202511280001
ins202511280002,0000001154,2025-11-28,202511,235,36,8460,4,ins202511280002
ins202511290001,0000001155,2025-11-29,202511,110,12,1320,4,ins202511290001
ins202511290002,0000001156,2025-11-29,202511,108,36,3888,3,ins202511290002
ins202511300001,0000001157,2025-11-30,202511,190,12,2280,2,ins202511300001
ins202511300002,0000001158,2025-11-30,202511,321,12,3852,4,ins202511300002
ins202512010001,0000001159,2025-12-01,202512,215,12,2580,2,ins202512010001
ins202512010002,0000001160,2025-12-01,202512,90,12,1080,2,ins202512010002
ins202512020001,0000001161,2025-12-02,202512,219,12,2628,4,ins202512020001
ins202512020002,0000001162,2025-12-02,202512,291,36,10476,2,ins202512020002
ins202512030001,0000001163,2025-12-03,202512,180,36,6480,4,ins202512030001
ins202512030002,0000001164,2025-12-03,202512,357,24,8568,3,ins202512030002
ins202512040001,0000001165,2025-12-04,202512,320,36,11520,3,ins202512040001
ins202512040002,0000001166,2025-12-04,202512,336,24,8064,2,ins202512040002
ins202512050001,0000001167,2025-12-05,202512,421,12,5052,3,ins202512050001
ins202512050002,0000001168,2025-12-05,202512,237,12,2844,4,ins202512050002
ins202512060001,0000001169,2025-12-06,202512,393,12,4716,2,ins202512060001
ins202512060002,0000001170,2025-12-06,202512,121,12,1452,3,ins202512060002
ins202512070001,0000001171,2025-12-07,202512,177,24,4248,3,ins202512070001
ins202512070002,0000001172,2025-12-07,202512,253,12,3036,4,ins202512070002
ins202512080001,0000001173,2025-12-08,202512,100,12,1200,3,ins202512080001
ins202512080002,0000001174,2025-12-08,202512,138,12,1656,4,ins202512080002
ins202512090001,0000001175,2025-12-09,202512,229,36,8244,2,ins202512090001
ins202512090002,0000001176,2025-12-09,202512,380,12,4560,3,ins202512090002
ins202512100001,0000001177,2025-12-10,202512,162,12,1944,2,ins202512100001
ins202512100002,0000001178,2025-12-10,202512,470,36,16920,1,ins202512100002
ins202512110001,0000001179,2025-12-11,202512,270,12,3240,1,ins202512110001
ins202512110002,0000001180,2025-12-11,202512,272,36,9792,3,ins202512110002
ins202512120001,0000001181,2025-12-12,202512,339,12,4068,1,ins202512120001
ins202512120002,0000001182,2025-12-12,202512,183,12,2196,1,ins202512120002
ins202512130001,0000001183,2025-12-13,202512,728,12,8736,3,ins202512130001
ins202512130002,0000001184,2025-12-13,202512,124,36,4464,2,ins202512130002
ins202512140001,0000001185,2025-12-14,202512,292,12,3504,2,ins202512140001
ins202512140002,0000001186,2025-12-14,202512,185,36,6660,3,ins202512140002
ins202512150001,0000001187,2025-12-15,202512,115,24,2760,1,ins202512150001
ins202512150002,0000001188,2025-12-15,202512,417,24,10008,1,ins202512150002
ins202512160001,0000001189,2025-12-16,202512,106,24,2544,4,ins202512160001
ins202512160002,0000001190,2025-12-16,202512,241,36,8676,3,ins202512160002
ins202512170001,0000001191,2025-12-17,202512,355,24,8520,3,ins202512170001
ins202512170002,0000001192,2025-12-17,202512,262,36,9432,3,ins202512170002
ins202512180001,0000001193,2025-12-18,202512,236,24,5664,2,ins202512180001
ins202512180002,0000001194,2025-12-18,202512,588,12,7056,2,ins202512180002
ins202512190001,0000001195,2025-12-19,202512,259,36,9324,3,ins202512190001
ins202512190002,0000001196,2025-12-19,202512,407,36,14652,2,ins202512190002
ins202512200001,0000001197,2025-12-20,202512,256,12,3072,2,ins202512200001
ins202512200002,0000001198,2025-12-20,202512,112,12,1344,3,ins202512200002
ins202512210001,0000001199,2025-12-21,202512,341,24,8184,3,ins202512210001
ins202512210002,0000001200,2025-12-21,202512,200,24,4800,4,ins202512210002
ins202512220001,0000001201,2025-12-22,202512,198,12,2376,1,ins202512220001
ins202512220002,0000001202,2025-12-22,202512,175,12,2100,4,ins202512220002
ins202512230001,0000001203,2025-12-23,202512,235,12,2820,4,ins202512230001
ins202512230002,0000001204,2025-12-23,202512,254,24,6096,3,ins202512230002
ins202512240001,0000001205,2025-12-24,202512,100,36,3600,2,ins202512240001
ins202512240002,0000001206,2025-12-24,202512,188,36,6768,3,ins202512240002
ins202512250001,0000001207,2025-12-25,202512,221,12,2652,2,ins202512250001
ins202512250002,0000001208,2025-12-25,202512,307,24,7368,2,ins202512250002
ins202512260001,0000001209,2025-12-26,202512,327,24,7848,2,ins202512260001
ins202512260002,0000001210,2025-12-26,202512,125,12,1500,2,ins202512260002
ins202512270001,0000001211,2025-12-27,202512,158,24,3792,2,ins202512270001
ins202512270002,0000001212,2025-12-27,202512,126,12,1512,1,ins202512270002
ins202512280001,0000001213,2025-12-28,202512,305,12,3660,3,ins202512280001
ins202512280002,0000001214,2025-12-28,202512,150,12,1800,1,ins202512280002
ins202512290001,0000001215,2025-12-29,202512,313,36,11268,2,ins202512290001
ins202512290002,0000001216,2025-12-29,202512,244,24,5856,3,ins202512290002
ins202512300001,0000001217,2025-12-30,202512,122,12,1464,1,ins202512300001
ins202512300002,0000001218,2025-12-30,202512,237,12,2844,3,ins202512300002
ins202512310001,0000001219,2025-12-31,202512,157,36,5652,4,ins202512310001
ins202512310002,0000001220,2025-12-31,202512,145,12,1740,2,ins202512310002
ins202601010001,0000001221,2026-01-01,202601,173,12,2076,2,ins202601010001
ins202601010002,0000001222,2026-01-01,202601,438,12,5256,3,ins202601010002
ins202601020001,0000001223,2026-01-02,202601,240,12,2880,3,ins202601020001
ins202601020002,0000001224,2026-01-02,202601,510,12,6120,2,ins202601020002
ins202601030001,0000001225,2026-01-03,202601,211,12,2532,3,ins202601030001
ins202601030002,0000001226,2026-01-03,202601,278,12,3336,2,ins202601030002
ins202601040001,0000001227,2026-01-04,202601,153,24,3672,3,ins202601040001
ins202601040002,0000001228,2026-01-04,202601,155,36,5580,3,ins202601040002
ins202601050001,0000001229,2026-01-05,202601,538,12,6456,1,ins202601050001
ins202601050002,0000001230,2026-01-05,202601,421,12,5052,4,ins202601050002
ins202601060001,0000001231,2026-01-06,202601,257,12,3084,1,ins202601060001
ins202601060002,0000001232,2026-01-06,202601,263,12,3156,3,ins202601060002
ins202601070001,0000001233,2026-01-07,202601,312,36,11232,3,ins202601070001
ins202601070002,0000001234,2026-01-07,202601,153,24,3672,3,ins202601070002
ins202601080001,0000001235,2026-01-08,202601,232,12,2784,4,ins202601080001
ins202601080002,0000001236,2026-01-08,202601,158,24,3792,3,ins202601080002
ins202601090001,0000001237,2026-01-09,202601,212,12,2544,2,ins202601090001
ins202601090002,0000001238,2026-01-09,202601,136,36,4896,3,ins202601090002
ins202601100001,0000001239,2026-01-10,202601,396,12,4752,2,ins202601100001
ins202601100002,0000001240,2026-01-10,202601,254,12,3048,2,ins202601100002
ins202601110001,0000001241,2026-01-11,202601,193,36,6948,2,ins202601110001
ins202601110002,0000001242,2026-01-11,202601,93,36,3348,3,ins202601110002
ins202601120001,0000001243,2026-01-12,202601,157,12,1884,3,ins202601120001
ins202601120002,0000001244,2026-01-12,202601,187,24,4488,3,ins202601120002
ins202601130001,0000001245,2026-01-13,202601,109,24,2616,2,ins202601130001
ins202601130002,0000001246,2026-01-13,202601,194,12,2328,1,ins202601130002
ins202601140001,0000001247,2026-01-14,202601,373,24,8952,3,ins202601140001
ins202601140002,0000001248,2026-01-14,202601,582,12,6984,3,ins202601140002
ins202601150001,0000001249,2026-01-15,202601,254,12,3048,3,ins202601150001
ins202601150002,0000001250,2026-01-15,202601,568,24,13632,4,ins202601150002
ins202601160001,0000001251,2026-01-16,202601,240,12,2880,3,ins202601160001
ins202601160002,0000001252,2026-01-16,202601,221,24,5304,3,ins202601160002
ins202601170001,0000001253,2026-01-17,202601,243,12,2916,4,ins202601170001
ins202601170002,0000001254,2026-01-17,202601,407,36,14652,3,ins202601170002
ins202601180001,0000001255,2026-01-18,202601,106,12,1272,1,ins202601180001
ins202601180002,0000001256,2026-01-18,202601,166,12,1992,3,ins202601180002
ins202601190001,0000001257,2026-01-19,202601,219,12,2628,2,ins202601190001
ins202601190002,0000001258,2026-01-19,202601,231,12,2772,2,ins202601190002
ins202601200001,0000001259,2026-01-20,202601,272,12,3264,3,ins202601200001
ins202601200002,0000001260,2026-01-20,202601,396,12,4752,3,ins202601200002
ins202601210001,0000001261,2026-01-21,202601,155,24,3720,3,ins202601210001
ins202601210002,0000001262,2026-01-21,202601,161,24,3864,1,ins202601210002
ins202601220001,0000001263,2026-01-22,202601,127,12,1524,3,ins202601220001
ins202601220002,0000001264,2026-01-22,202601,306,36,11016,3,ins202601220002
ins202601230001,0000001265,2026-01-23,202601,145,24,3480,2,ins202601230001
ins202601230002,0000001266,2026-01-23,202601,111,36,3996,2,ins202601230002
ins202601240001,0000001267,2026-01-24,202601,124,12,1488,4,ins202601240001
ins202601240002,0000001268,2026-01-24,202601,284,12,3408,3,ins202601240002
ins202601250001,0000001269,2026-01-25,202601,310,36,11160,1,ins202601250001
ins202601250002,0000001270,2026-01-25,202601,345,12,4140,3,ins202601250002
ins202601260001,0000001271,2026-01-26,202601,473,24,11352,1,ins202601260001
ins202601260002,0000001272,2026-01-26,202601,613,36,22068,4,ins202601260002
ins202601270001,0000001273,2026-01-27,202601,217,12,2604,4,ins202601270001
ins202601270002,0000001274,2026-01-27,202601,363,12,4356,3,ins202601270002
ins202601280001,0000001275,2026-01-28,202601,209,24,5016,3,ins202601280001
ins202601280002,0000001276,2026-01-28,202601,157,12,1884,4,ins202601280002
ins202601290001,0000001277,2026-01-29,202601,349,24,8376,2,ins202601290001
ins202601290002,0000001278,2026-01-29,202601,453,12,5436,2,ins202601290002
ins202601300001,0000001279,2026-01-30,202601,185,12,2220,3,ins202601300001
ins202601300002,0000001280,2026-01-30,202601,164,12,1968,2,ins202601300002
ins202601310001,0000001281,2026-01-31,202601,96,24,2304,3,ins202601310001
ins202601310002,0000001282,2026-01-31,202601,109,24,2616,3,ins202601310002
ins202602010001,0000001283,2026-02-01,202602,235,12,2820,4,ins202602010001
ins202602010002,0000001284,2026-02-01,202602,334,24,8016,2,ins202602010002
ins202602020001,0000001285,2026-02-02,202602,285,12,3420,3,ins202602020001
ins202602020002,0000001286,2026-02-02,202602,200,24,4800,2,ins202602020002
ins202602030001,0000001287,2026-02-03,202602,140,12,1680,2,ins202602030001
ins202602030002,0000001288,2026-02-03,202602,256,24,6144,3,ins202602030002
ins202602040001,0000001289,2026-02-04,202602,108,12,1296,1,ins202602040001
ins202602040002,0000001290,2026-02-04,202602,416,12,4992,2,ins202602040002
ins202602050001,0000001291,2026-02-05,202602,231,12,2772,4,ins202602050001
ins202602050002,0000001292,2026-02-05,202602,267,24,6408,3,ins202602050002
ins202602060001,0000001293,2026-02-06,202602,109,24,2616,3,ins202602060001
ins202602060002,0000001294,2026-02-06,202602,362,12,4344,2,ins202602060002
ins202602070001,0000001295,2026-02-07,202602,105,36,3780,2,ins202602070001
ins202602070002,0000001296,2026-02-07,202602,181,36,6516,3,ins202602070002
ins202602080001,0000001297,2026-02-08,202602,297,24,7128,4,ins202602080001
ins202602080002,0000001298,2026-02-08,202602,93,24,2232,3,ins202602080002
ins202602090001,0000001299,2026-02-09,202602,244,12,2928,2,ins202602090001
ins202602090002,0000001300,2026-02-09,202602,101,36,3636,1,ins202602090002
ins202602100001,0000001301,2026-02-10,202602,424,12,5088,3,ins202602100001
ins202602100002,0000001302,2026-02-10,202602,95,36,3420,2,ins202602100002
ins202602110001,0000001303,2026-02-11,202602,307,24,7368,4,ins202602110001
ins202602110002,0000001304,2026-02-11,202602,291,36,10476,4,ins202602110002
ins202602120001,0000001305,2026-02-12,202602,126,12,1512,1,ins202602120001
ins202602120002,0000001306,2026-02-12,202602,154,24,3696,4,ins202602120002
ins202602130001,0000001307,2026-02-13,202602,230,24,5520,2,ins202602130001
ins202602130002,0000001308,2026-02-13,202602,164,36,5904,2,ins202602130002
ins202602140001,0000001309,2026-02-14,202602,263,36,9468,4,ins202602140001
ins202602140002,0000001310,2026-02-14,202602,490,12,5880,3,ins202602140002
ins202602150001,0000001311,2026-02-15,202602,217,12,2604,1,ins202602150001
ins202602150002,0000001312,2026-02-15,202602,277,12,3324,2,ins202602150002
ins202602160001,0000001313,2026-02-16,202602,312,24,7488,4,ins202602160001
ins202602160002,0000001314,2026-02-16,202602,293,12,3516,1,ins202602160002
ins202602170001,0000001315,2026-02-17,202602,343,12,4116,1,ins202602170001
ins202602170002,0000001316,2026-02-17,202602,166,12,1992,1,ins202602170002
ins202602180001,0000001317,2026-02-18,202602,122,12,1464,1,ins202602180001
ins202602180002,0000001318,2026-02-18,202602,148,24,3552,3,ins202602180002
ins202602190001,0000001319,2026-02-19,202602,137,24,3288,1,ins202602190001
ins202602190002,0000001320,2026-02-19,202602,357,24,8568,2,ins202602190002
ins202602200001,0000001321,2026-02-20,202602,326,24,7824,3,ins202602200001
ins202602200002,0000001322,2026-02-20,202602,162,12,1944,3,ins202602200002
ins202602210001,0000001323,2026-02-21,202602,280,12,3360,2,ins202602210001
ins202602210002,0000001324,2026-02-21,202602,358,24,8592,2,ins202602210002
ins202602220001,0000001325,2026-02-22,202602,484,24,11616,3,ins202602220001
ins202602220002,0000001326,2026-02-22,202602,395,12,4740,3,ins202602220002
ins202602230001,0000001327,2026-02-23,202602,185,12,2220,1,ins202602230001
ins202602230002,0000001328,2026-02-23,202602,337,12,4044,1,ins202602230002
ins202602240001,0000001329,2026-02-24,202602,272,12,3264,2,ins202602240001
ins202602240002,0000001330,2026-02-24,202602,140,36,5040,2,ins202602240002
ins202602250001,0000001331,2026-02-25,202602,208,24,4992,4,ins202602250001
ins202602250002,0000001332,2026-02-25,202602,105,12,1260,2,ins202602250002
ins202602260001,0000001333,2026-02-26,202602,261,24,6264,3,ins202602260001
ins202602260002,0000001334,2026-02-26,202602,206,12,2472,1,ins202602260002
ins202602270001,0000001335,2026-02-27,202602,496,12,5952,3,ins202602270001
ins202602270002,0000001336,2026-02-27,202602,119,24,2856,2,ins202602270002
ins202602280001,0000001337,2026-02-28,202602,138,12,1656,2,ins202602280001
ins202602280002,0000001338,2026-02-28,202602,489,12,5868,3,ins202602280002
ins202603010001,0000001339,2026-03-01,202603,395,12,4740,3,ins202603010001
ins202603010002,0000001340,2026-03-01,202603,344,12,4128,2,ins202603010002
ins202603020001,0000001341,2026-03-02,202603,209,12,2508,1,ins202603020001
ins202603020002,0000001342,2026-03-02,202603,111,12,1332,2,ins202603020002
ins202603030001,0000001343,2026-03-03,202603,144,12,1728,2,ins202603030001
ins202603030002,0000001344,2026-03-03,202603,130,24,3120,3,ins202603030002
ins202603040001,0000001345,2026-03-04,202603,286,12,3432,3,ins202603040001
ins202603040002,0000001346,2026-03-04,202603,228,12,2736,3,ins202603040002
ins202603050001,0000001347,2026-03-05,202603,434,12,5208,2,ins202603050001
ins202603050002,0000001348,2026-03-05,202603,189,36,6804,2,ins202603050002
ins202603060001,0000001349,2026-03-06,202603,327,24,7848,3,ins202603060001
ins202603060002,0000001350,2026-03-06,202603,295,36,10620,4,ins202603060002
ins202603070001,0000001351,2026-03-07,202603,139,12,1668,2,ins202603070001
ins202603070002,0000001352,2026-03-07,202603,317,12,3804,2,ins202603070002
ins202603080001,0000001353,2026-03-08,202603,270,12,3240,4,ins202603080001
ins202603080002,0000001354,2026-03-08,202603,464,36,16704,3,ins202603080002
ins202603090001,0000001355,2026-03-09,202603,223,36,8028,3,ins202603090001
ins202603090002,0000001356,2026-03-09,202603,151,12,1812,1,ins202603090002
ins202603100001,0000001357,2026-03-10,202603,127,24,3048,4,ins202603100001
ins202603100002,0000001358,2026-03-10,202603,203,36,7308,3,ins202603100002
ins202603110001,0000001359,2026-03-11,202603,166,36,5976,3,ins202603110001
ins202603110002,0000001360,2026-03-11,202603,566,12,6792,4,ins202603110002
ins202603120001,0000001361,2026-03-12,202603,122,24,2928,2,ins202603120001
ins202603120002,0000001362,2026-03-12,202603,207,12,2484,2,ins202603120002
ins202603130001,0000001363,2026-03-13,202603,255,12,3060,2,ins202603130001
ins202603130002,0000001364,2026-03-13,202603,165,12,1980,3,ins202603130002
ins202603140001,0000001365,2026-03-14,202603,174,24,4176,3,ins202603140001
ins202603140002,0000001366,2026-03-14,202603,135,36,4860,2,ins202603140002
ins202603150001,0000001367,2026-03-15,202603,404,12,4848,3,ins202603150001
ins202603150002,0000001368,2026-03-15,202603,231,12,2772,3,ins202603150002
ins202603160001,0000001369,2026-03-16,202603,367,36,13212,3,ins202603160001
ins202603160002,0000001370,2026-03-16,202603,182,12,2184,3,ins202603160002
ins202603170001,0000001371,2026-03-17,202603,325,12,3900,1,ins202603170001
ins202603170002,0000001372,2026-03-17,202603,145,12,1740,2,ins202603170002
ins202603180001,0000001373,2026-03-18,202603,263,12,3156,3,ins202603180001
ins202603180002,0000001374,2026-03-18,202603,189,24,4536,4,ins202603180002
ins202603190001,0000001375,2026-03-19,202603,247,24,5928,1,ins202603190001
ins202603190002,0000001376,2026-03-19,202603,230,36,8280,1,ins202603190002
ins202603200001,0000001377,2026-03-20,202603,273,24,6552,3,ins202603200001
ins202603200002,0000001378,2026-03-20,202603,222,12,2664,1,ins202603200002
ins202603210001,0000001379,2026-03-21,202603,733,24,17592,2,ins202603210001
ins202603210002,0000001380,2026-03-21,202603,263,12,3156,1,ins202603210002
ins202603220001,0000001381,2026-03-22,202603,212,24,5088,1,ins202603220001
ins202603220002,0000001382,2026-03-22,202603,252,12,3024,3,ins202603220002
ins202603230001,0000001383,2026-03-23,202603,358,24,8592,4,ins202603230001
ins202603230002,0000001384,2026-03-23,202603,569,36,20484,3,ins202603230002
ins202603240001,0000001385,2026-03-24,202603,301,36,10836,2,ins202603240001
ins202603240002,0000001386,2026-03-24,202603,274,12,3288,2,ins202603240002
ins202603250001,0000001387,2026-03-25,202603,202,12,2424,2,ins202603250001
ins202603250002,0000001388,2026-03-25,202603,338,12,4056,3,ins202603250002
ins202603260001,0000001389,2026-03-26,202603,282,12,3384,3,ins202603260001
ins202603260002,0000001390,2026-03-26,202603,435,24,10440,3,ins202603260002
ins202603270001,0000001391,2026-03-27,202603,229,36,8244,3,ins202603270001
ins202603270002,0000001392,2026-03-27,202603,207,12,2484,3,ins202603270002
ins202603280001,0000001393,2026-03-28,202603,455,12,5460,2,ins202603280001
ins202603280002,0000001394,2026-03-28,202603,211,36,7596,2,ins202603280002
ins202603290001,0000001395,2026-03-29,202603,122,12,1464,3,ins202603290001
ins202603290002,0000001396,2026-03-29,202603,423,24,10152,2,ins202603290002
ins202603300001,0000001397,2026-03-30,202603,142,12,1704,4,ins202603300001
ins202603300002,0000001398,2026-03-30,202603,188,36,6768,1,ins202603300002
ins202603310001,0000001399,2026-03-31,202603,492,24,11808,3,ins202603310001
ins202603310002,0000001400,2026-03-31,202603,148,36,5328,1,ins202603310002
ins202604010001,0000001401,2026-04-01,202604,207,12,2484,4,ins202604010001
ins202604010002,0000001402,2026-04-01,202604,166,24,3984,2,ins202604010002
ins202604020001,0000001403,2026-04-02,202604,370,36,13320,2,ins202604020001
ins202604020002,0000001404,2026-04-02,202604,379,12,4548,3,ins202604020002
ins202604030001,0000001405,2026-04-03,202604,109,12,1308,3,ins202604030001
ins202604030002,0000001406,2026-04-03,202604,320,12,3840,3,ins202604030002
ins202604040001,0000001407,2026-04-04,202604,146,12,1752,1,ins202604040001
ins202604040002,0000001408,2026-04-04,202604,219,36,7884,3,ins202604040002
ins202604050001,0000001409,2026-04-05,202604,323,36,11628,2,ins202604050001
ins202604050002,0000001410,2026-04-05,202604,150,12,1800,2,ins202604050002
ins202604060001,0000001411,2026-04-06,202604,285,12,3420,3,ins202604060001
ins202604060002,0000001412,2026-04-06,202604,335,24,8040,3,ins202604060002
ins202604070001,0000001413,2026-04-07,202604,109,24,2616,3,ins202604070001
ins202604070002,0000001414,2026-04-07,202604,442,24,10608,1,ins202604070002
ins202604080001,0000001415,2026-04-08,202604,207,24,4968,3,ins202604080001
ins202604080002,0000001416,2026-04-08,202604,209,36,7524,3,ins202604080002
ins202604090001,0000001417,2026-04-09,202604,241,24,5784,4,ins202604090001
ins202604090002,0000001418,2026-04-09,202604,270,24,6480,3,ins202604090002
ins202604100001,0000001419,2026-04-10,202604,426,24,10224,3,ins202604100001
ins202604100002,0000001420,2026-04-10,202604,247,36,8892,1,ins202604100002
ins202604110001,0000001421,2026-04-11,202604,194,24,4656,3,ins202604110001
ins202604110002,0000001422,2026-04-11,202604,105,24,2520,2,ins202604110002
ins202604120001,0000001423,2026-04-12,202604,393,12,4716,1,ins202604120001
ins202604120002,0000001424,2026-04-12,202604,203,12,2436,1,ins202604120002
ins202604130001,0000001425,2026-04-13,202604,214,36,7704,2,ins202604130001
ins202604130002,0000001426,2026-04-13,202604,347,24,8328,2,ins202604130002
ins202604140001,0000001427,2026-04-14,202604,123,12,1476,2,ins202604140001
ins202604140002,0000001428,2026-04-14,202604,140,24,3360,3,ins202604140002
ins202604150001,0000001429,2026-04-15,202604,180,24,4320,4,ins202604150001
ins202604150002,0000001430,2026-04-15,202604,155,12,1860,3,ins202604150002
ins202604160001,0000001431,2026-04-16,202604,104,24,2496,2,ins202604160001
ins202604160002,0000001432,2026-04-16,202604,258,12,3096,3,ins202604160002
ins202604170001,0000001433,2026-04-17,202604,126,12,1512,2,ins202604170001
ins202604170002,0000001434,2026-04-17,202604,140,12,1680,3,ins202604170002
ins202604180001,0000001435,2026-04-18,202604,124,24,2976,2,ins202604180001
ins202604180002,0000001436,2026-04-18,202604,339,24,8136,3,ins202604180002
ins202604190001,0000001437,2026-04-19,202604,231,24,5544,2,ins202604190001
ins202604190002,0000001438,2026-04-19,202604,233,24,5592,1,ins202604190002
ins202604200001,0000001439,2026-04-20,202604,185,24,4440,2,ins202604200001
ins202604200002,0000001440,2026-04-20,202604,125,12,1500,1,ins202604200002
ins202604210001,0000001441,2026-04-21,202604,127,36,4572,3,ins202604210001
ins202604210002,0000001442,2026-04-21,202604,112,12,1344,2,ins202604210002
ins202604220001,0000001443,2026-04-22,202604,300,12,3600,4,ins202604220001
ins202604220002,0000001444,2026-04-22,202604,120,36,4320,4,ins202604220002
ins202604230001,0000001445,2026-04-23,202604,236,36,8496,4,ins202604230001
ins202604230002,0000001446,2026-04-23,202604,830,12,9960,4,ins202604230002
ins202604240001,0000001447,2026-04-24,202604,344,24,8256,2,ins202604240001
ins202604240002,0000001448,2026-04-24,202604,259,24,6216,3,ins202604240002
ins202604250001,0000001449,2026-04-25,202604,251,36,9036,4,ins202604250001
ins202604250002,0000001450,2026-04-25,202604,195,12,2340,2,ins202604250002
ins202604260001,0000001451,2026-04-26,202604,126,12,1512,2,ins202604260001
ins202604260002,0000001452,2026-04-26,202604,111,12,1332,2,ins202604260002
ins202604270001,0000001453,2026-04-27,202604,485,12,5820,1,ins202604270001
ins202604270002,0000001454,2026-04-27,202604,133,36,4788,2,ins202604270002
ins202604280001,0000001455,2026-04-28,202604,256,24,6144,3,ins202604280001
ins202604280002,0000001456,2026-04-28,202604,178,12,2136,3,ins202604280002
ins202604290001,0000001457,2026-04-29,202604,195,12,2340,2,ins202604290001
ins202604290002,0000001458,2026-04-29,202604,159,12,1908,2,ins202604290002
ins202604300001,0000001459,2026-04-30,202604,170,24,4080,3,ins202604300001
ins202604300002,0000001460,2026-04-30,202604,411,12,4932,3,ins202604300002
