feature_name,feature_family,source_columns,formula,description,availability_time,source_window,uses_target,uses_future_behavior,allowed_for_origination_pd,allowed_for_behavioral_pd,allowed_for_profit,leakage_risk,reason_if_not_allowed_for_pd
random_normal_26,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_27,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_28,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_29,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_30,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_31,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_32,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_33,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_normal_34,F6D,(none),"normal random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_1,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_2,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_3,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_4,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_5,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_6,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_7,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_8,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_9,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_10,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_11,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_12,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_13,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_14,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_15,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_16,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_17,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_18,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_19,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_20,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_21,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_22,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_23,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_24,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_25,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_26,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_27,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_28,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_29,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_30,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_31,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_32,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
random_int_33,F6D,(none),"int random draw, seed=42",pure random negative control,origination,random,False,False,True,True,False,low,
synth_bureau_score_v1,F6E,"app_income,act_age,app_spendings","clip(0.0001*income + 2.0*age + 0.0*spend + 500 + N(0,50), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v2,F6E,"app_income,act_age,app_spendings","clip(5e-05*income + 3.0*age + 0.0*spend + 500 + N(0,40), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v3,F6E,"app_income,act_age,app_spendings","clip(8e-05*income + 1.5*age + 0.0*spend + 500 + N(0,60), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v4,F6E,"app_income,act_age,app_spendings","clip(0.0001*income + 0.0*age + -0.001*spend + 500 + N(0,55), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v5,F6E,"app_income,act_age,app_spendings","clip(0.00012*income + 2.5*age + -0.0005*spend + 500 + N(0,45), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v6,F6E,"app_income,act_age,app_spendings","clip(0.0*income + 4.0*age + 0.0*spend + 500 + N(0,80), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v7,F6E,"app_income,act_age,app_spendings","clip(0.0001*income + 2.0*age + -0.0008*spend + 500 + N(0,30), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v8,F6E,"app_income,act_age,app_spendings","clip(7e-05*income + 1.0*age + 0.0*spend + 500 + N(0,70), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v9,F6E,"app_income,act_age,app_spendings","clip(9e-05*income + 2.5*age + -0.0003*spend + 500 + N(0,50), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bureau_score_v10,F6E,"app_income,act_age,app_spendings","clip(0.00011*income + 1.8*age + 0.0*spend + 500 + N(0,35), 300, 850)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_credit_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/5) + 0)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_active_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/10) + 0)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_closed_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/8) + 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_revolving_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/4) + 2)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_installment_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/12) + 0)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_mortgage_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/6) + 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_auto_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/7) + 0)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_student_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/9) + 2)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_card_lines,F6E,act_age,"Poisson(lambda=max(0, (age-18)/3) + 3)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_lines_total,F6E,act_age,"Poisson(lambda=max(0, (age-18)/15) + 0)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_oldest_account_months,F6E,act_age,"Poisson(max(0, age-18)*1.5) + N(0,5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_account_age_months,F6E,act_age,"Poisson(max(0, age-18)*1.0) + N(0,8)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_newest_account_months,F6E,act_age,"Poisson(max(0, age-18)*2.0) + N(0,6)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_credit_history_years,F6E,act_age,"Poisson(max(0, age-18)*0.5) + N(0,10)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_oldest_revolving_months,F6E,act_age,"Poisson(max(0, age-18)*1.2) + N(0,7)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_revolving_age,F6E,act_age,"Poisson(max(0, age-18)*1.8) + N(0,4)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_oldest_installment_months,F6E,act_age,"Poisson(max(0, age-18)*0.8) + N(0,9)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_oldest_mortgage_months,F6E,act_age,"Poisson(max(0, age-18)*1.3) + N(0,6)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_age_credit_lines,F6E,act_age,"Poisson(max(0, age-18)*1.6) + N(0,5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_oldest_card_months,F6E,act_age,"Poisson(max(0, age-18)*1.1) + N(0,8)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_inquiries_3m,F6E,(noise only),Poisson(lambda=0.5) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_inquiries_6m,F6E,(noise only),Poisson(lambda=1.0) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_inquiries_12m,F6E,(noise only),Poisson(lambda=1.5) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_inquiries_24m,F6E,(noise only),Poisson(lambda=2.0) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_hard_pulls_3m,F6E,(noise only),Poisson(lambda=0.3) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_hard_pulls_6m,F6E,(noise only),Poisson(lambda=0.8) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_hard_pulls_12m,F6E,(noise only),Poisson(lambda=1.2) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_soft_pulls_3m,F6E,(noise only),Poisson(lambda=0.6) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_soft_pulls_12m,F6E,(noise only),Poisson(lambda=1.0) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_disputes_24m,F6E,(noise only),Poisson(lambda=0.4) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_utilization_pct,F6E,app_income,"clip(Beta(2,5) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_revolving_util,F6E,app_income,"clip(Beta(3,6) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_installment_util,F6E,app_income,"clip(Beta(1,4) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_high_balance_util,F6E,app_income,"clip(Beta(2,4) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_util,F6E,app_income,"clip(Beta(4,8) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_max_util,F6E,app_income,"clip(Beta(2,7) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_min_util,F6E,app_income,"clip(Beta(3,5) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_util_revolving_3m,F6E,app_income,"clip(Beta(1,5) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_util_installment_3m,F6E,app_income,"clip(Beta(2,6) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_util_overall_6m,F6E,app_income,"clip(Beta(3,7) + 0.05*zscore(income), 0, 1)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_payment_history_score,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,5), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_months_since_late,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,10), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_pct_on_time,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,8), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_late_30,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,12), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_late_60,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,6), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_late_90,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,7), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_days_late,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,9), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_max_days_late,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,11), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_missed_payments,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,4), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_pmt_consistency_score,F6E,"act_age,app_income","clip(50 + 30*age_norm + 20*inc_norm + N(0,13), 0, 100)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_derogatory_marks,F6E,(noise only),Poisson(lambda=0.1) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_collections_count,F6E,(noise only),Poisson(lambda=0.3) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_charge_offs,F6E,(noise only),Poisson(lambda=0.5) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_bankruptcies,F6E,(noise only),Poisson(lambda=0.05) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_public_records,F6E,(noise only),Poisson(lambda=0.2) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_tax_liens,F6E,(noise only),Poisson(lambda=0.15) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_judgments,F6E,(noise only),Poisson(lambda=0.4) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_foreclosures,F6E,(noise only),Poisson(lambda=0.08) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_repossessions,F6E,(noise only),Poisson(lambda=0.25) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_settlements,F6E,(noise only),Poisson(lambda=0.12) [pure noise],"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_total_balance,F6E,app_income,"income * Beta(2,5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_revolving_balance,F6E,app_income,"income * Beta(1,6)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_installment_balance,F6E,app_income,"income * Beta(3,4)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_balance_6m,F6E,app_income,"income * Beta(2,7)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_total_debt,F6E,app_income,"income * Beta(4,5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_credit_card_balance,F6E,app_income,"income * Beta(1,4)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_auto_loan_balance,F6E,app_income,"income * Beta(2,6)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_mortgage_balance,F6E,app_income,"income * Beta(3,5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_student_loan_balance,F6E,app_income,"income * Beta(1,8)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_other_balance,F6E,app_income,"income * Beta(2,4)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_total_limit,F6E,app_income,"income * LogNormal(0, 0.3)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_revolving_limit,F6E,app_income,"income * LogNormal(0, 0.5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_available_credit,F6E,app_income,"income * LogNormal(0, 0.4)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_limit,F6E,app_income,"income * LogNormal(0, 0.6)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_highest_limit,F6E,app_income,"income * LogNormal(0, 0.2)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_lowest_limit,F6E,app_income,"income * LogNormal(0, 0.7)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_revolving_avail,F6E,app_income,"income * LogNormal(0, 0.5)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_card_limit,F6E,app_income,"income * LogNormal(0, 0.4)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_secured_limit,F6E,app_income,"income * LogNormal(0, 0.3)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_unsecured_limit,F6E,app_income,"income * LogNormal(0, 0.6)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_util_to_limit,F6E,"synth_total_balance,synth_total_limit",synth_total_balance / synth_total_limit,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_revolving_util_ratio,F6E,"synth_revolving_balance,synth_revolving_limit",synth_revolving_balance / synth_revolving_limit,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_balance_to_income_ratio,F6E,"synth_total_balance,app_income",synth_total_balance / app_income,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_debt_to_income_synth,F6E,"synth_total_balance,app_income",synth_total_balance / app_income (DTI proxy),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_payment_to_income,F6E,"synth_total_balance,app_income",(synth_total_balance * 0.03) / app_income,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avail_credit_pct,F6E,"synth_total_limit,synth_total_balance",(synth_total_limit - synth_total_balance) / synth_total_limit,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_revolving_to_total_ratio,F6E,"synth_revolving_balance,synth_total_balance",synth_revolving_balance / synth_total_balance,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_lim_to_income,F6E,"synth_total_limit,app_income",synth_total_limit / app_income,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avail_to_income,F6E,"synth_total_limit,synth_total_balance,app_income",(synth_total_limit - synth_total_balance) / app_income,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_n_lines_x_util,F6E,"synth_n_credit_lines,synth_utilization_pct",synth_n_credit_lines * synth_utilization_pct,"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_credit_age_v1,F6E,act_age,"age + N(0,2) (or N(35,2) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_credit_age_v2,F6E,act_age,"age + N(0,5) (or N(35,5) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_thin_file_flag,F6E,act_age,"age + N(0,1) (or N(35,1) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_oldest_tradeline_v1,F6E,act_age,"age + N(0,8) (or N(35,8) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_age_of_oldest,F6E,act_age,"age + N(0,3) (or N(35,3) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_age_of_newest,F6E,act_age,"age + N(0,4) (or N(35,4) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_avg_account_age,F6E,act_age,"age + N(0,6) (or N(35,6) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_credit_age_years,F6E,act_age,"age + N(0,7) (or N(35,7) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_credit_history_v1,F6E,act_age,"age + N(0,1.5) (or N(35,1.5) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_age_proxy_v3,F6E,act_age,"age + N(0,9) (or N(35,9) if no age)","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_monthly_obligations,F6E,app_income,"income * (1 + N(0,0.05))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_disposable_income,F6E,app_income,"income * (1 + N(0,0.1))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_income_stability_score,F6E,app_income,"income * (1 + N(0,0.15))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_employment_months,F6E,app_income,"income * (1 + N(0,0.08))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_self_reported_income,F6E,app_income,"income * (1 + N(0,0.12))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_verified_income,F6E,app_income,"income * (1 + N(0,0.2))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_gross_income_v1,F6E,app_income,"income * (1 + N(0,0.06))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_net_income_v1,F6E,app_income,"income * (1 + N(0,0.18))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_total_income_v1,F6E,app_income,"income * (1 + N(0,0.09))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_household_income_v1,F6E,app_income,"income * (1 + N(0,0.14))","synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_branch_top1,F6E,app_nom_branch,(app_nom_branch == top_level_1).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_branch_top2,F6E,app_nom_branch,(app_nom_branch == top_level_2).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_branch_top3,F6E,app_nom_branch,(app_nom_branch == top_level_3).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_marital_status_top1,F6E,app_nom_marital_status,(app_nom_marital_status == top_level_1).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_marital_status_top2,F6E,app_nom_marital_status,(app_nom_marital_status == top_level_2).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_marital_status_top3,F6E,app_nom_marital_status,(app_nom_marital_status == top_level_3).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_home_status_top1,F6E,app_nom_home_status,(app_nom_home_status == top_level_1).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_home_status_top2,F6E,app_nom_home_status,(app_nom_home_status == top_level_2).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_gender_top1,F6E,app_nom_gender,(app_nom_gender == top_level_1).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_gender_top2,F6E,app_nom_gender,(app_nom_gender == top_level_2).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
synth_seg_app_nom_job_code_top1,F6E,app_nom_job_code,(app_nom_job_code == top_level_1).astype(int),"synthetic bureau-like, safe app + noise only, not calibrated to target",origination,static,False,False,True,True,False,low,
